id_mo,mo_title,id_sector,mandate,location,primary_distr_area,local,language,start_date,start_fake_date,end_date,end_fake_date,editorial_line_s,editorial_line_e,comments
101460,Bild-Telegramm,11,2,Wien,11,0,deutsch,1958-03-13,9,1958-03-21,9,KA,KA,KA
101470,British Morning News,11,7,Wien,11,0,englisch,1945-11-20,9,1946-07-19,9,KA,KA,Zeitung der britischen Besatzungsmacht
101800,"Deutsche Echo, Das",11,4,Wien,11,0,deutsch,1938-03-22,9,1938-07-30,9,KA,KA,KA
101900,Deutsche Tageszeitung,11,4,Wien,11,0,deutsch,1920-08-08,9,1921-03-31,9,KA,KA,KA
102000,"Deutsche Telegraf am Mittag, Der",11,4,Wien,11,0,deutsch,1938-03-18,9,1938-09-15,9,KA,KA,KA
102200,Deutscher Telegraf,11,4,Wien,11,0,deutsch,1938-03-18,9,1938-09-15,9,KA,KA,KA
102400,Deutschösterreichische Abend-Zeitung,11,4,Wien,11,0,deutsch,1923-02-05,9,1924-01-31,9,KA,KA,KA
102500,Deutschösterreichische Tages-Zeitung,11,4,Wien,11,0,deutsch,1921-04-01,9,1933-07-22,9,KA,KA,08.02.1928 - 29.03.1928 in Krems bei Josef Faber hergestellt
102700,"Echo, Das",11,4,Wien,11,0,deutsch,1934-02-19,9,1938-03-11,9,KA,KA,KA
102770,Express,12,4,Wien,11,0,deutsch,1958-03-26,9,1971-04-28,9,KA,KA,1960 - 1970 im Eigentum des zur SPÖ gehörenden Vorwärts-Verlags 
103000,"Freie Tribüne, Die",11,2,Wien,11,0,deutsch,1931-06-23,9,1931-10-01,9,KA,KA,3 mal wöchentlich
103670,"Groschen-Blatt, Das",11,2,Wien,11,0,deutsch,1947-06-03,9,1947-06-26,9,KA,KA,KA
103701,Illustrierte Kronen-Zeitung,11,2,Wien,11,0,deutsch,1905-06-01,9,1941-06-30,9,KA,KA,Am 12.03.1938 von den Nationalsozialisten übernommen
103702,Illustrierte Kronen-Zeitung,11,2,Wien,11,0,deutsch,1959-04-11,9,1967-10-21,9,KA,KA,KA
104100,"Kampfruf, Der",12,4,Wien,11,0,deutsch,1933-05-03,9,1933-06-17,9,KA,KA,KA
104200,Kampfruf,11,4,Wien,11,0,deutsch,1933-06-21,9,1933-07-06,9,KA,KA,KA
104301,"Kleine Blatt, Das [1]",11,4,Wien,11,0,deutsch,1927-03-01,9,1934-02-12,9,KA,KA,KA
104302,"Kleine Blatt, Das [2]",11,4,Wien,11,0,deutsch,1934-02-28,9,1944-08-31,9,KA,KA,Zusammenlegung mit > 104601 Das Kleine Volksblatt und > 104700 Kleine Volks-Zeitung > 112700 Wiener Kronen-Zeitung u > 104800 Kleine Wiener Kriegszeitung
100104,"Abend, Der [4]",11,2,Wien,11,0,deutsch,1948-02-25,9,1956-09-29,9,KA,KA,KA
104601,"Kleine Volksblatt, Das [1]",11,2,Wien,11,0,deutsch,1929-01-27,9,1944-08-31,9,KA,KA,Zusammenlegung mit > 104302 Das Kleine Blatt und > 104700 Kleine Volkszeitung und > Wiener Kronen-Zeitung zu > 104800 Kleine Wiener Kriegszeitung
104602,"Kleine Volksblatt, Das [2]",11,4,Wien,11,0,deutsch,1945-08-05,9,1962-09-30,9,KA,KA,KA
104700,Kleine Volkszeitung,11,2,Wien,11,0,deutsch,1918-11-14,9,1944-08-31,9,KA,KA,KA
104800,Kleine Wiener Kriegszeitung,11,4,Wien,11,0,deutsch,1944-09-01,9,1945-04-07,9,KA,KA,Hervorgegangen aus der Zusammenlegung von > 104302 Das Kleine Blatt mit > 104601 Das Kleine Volksblatt und > 104700 Kleine Volks-Zeitung > 112700 Wiener Kronen-Zeitung
104900,Letzte Nachrichten,11,2,Wien,11,0,deutsch,1930-05-18,9,1930-07-23,9,KA,KA,KA
105700,Morgenpost,11,2,Wien,11,0,deutsch,1932-10-02,9,1932-12-18,9,KA,KA,KA
105850,"Morning News, The",11,7,Wien,11,0,englisch,1946-07-20,9,1949-06-19,9,KA,KA,Zeitung der britischen Besatzungsmacht
106000,Nachtausgabe,11,2,Wien,11,0,deutsch,1933-10-23,9,1933-11-11,9,KA,KA,KA
106400,"Nachtpost, Die",11,4,Wien,11,0,deutsch,1933-04-05,9,1933-06-19,9,KA,KA,KA
106500,Nachtpost,11,4,Wien,11,0,deutsch,1933-06-20,9,1933-06-22,9,KA,KA,Aus Zensurgründen neue Ausgabenzählung gegenüber > 106400 Die Nachtpost
106670,"Neue Abend, Der",11,2,Wien,11,0,deutsch,1918-06-01,9,1918-10-30,9,KA,KA,KA
106800,Neue Freie Presse,11,2,Wien,11,0,deutsch,1864-01-09,9,1939-01-31,9,KA,KA,Gegründet von Redakteuren der Tageszeitung > 109172 Die Presse / Zusammengelegt mit > 107600 Neues Wiener Journal zu > 107700 Neues Wiener Tagblatt
106851,Neue Kronen Zeitung - Wiener Ausgabe,11,2,Wien,11,0,deutsch,1972-09-01,9,2000-10-31,9,KA,KA,Beginndatum der Wiener Ausgabe möglicherweise später
106930,Neue Tageszeitung,11,4,Wien,11,0,deutsch,1955-03-01,9,1955-03-26,9,KA,KA,KA
107020,Neue Weltpresse,12,2,Wien,11,0,deutsch,1957-11-04,9,1958-03-25,9,KA,KA,KA
107110,Neue Wiener Tageszeitung,11,4,Wien,11,0,deutsch,1950-01-15,9,1955-02-28,9,KA,KA,KA
107200,"Neue Zeitung, Die",11,2,Wien,11,0,deutsch,1907-11-01,9,1934-01-13,9,KA,KA,KA
107210,"Neue Zeitung, Die",11,4,Wien,11,0,deutsch,1967-10-03,9,1970-12-03,9,KA,KA,KA
107250,Neuer Kurier,11,2,Wien,11,0,deutsch,1954-10-18,9,1959-06-13,9,KA,KA,KA
107310,Neues Bild-Telegramm,11,2,Wien,11,0,deutsch,1958-03-22,9,1958-03-25,9,KA,KA,KA
106750,Neue AZ [[Dach/überregional]],11,4,Wien,20,0,deutsch,1985-10-16,9,1989-12-11,9,KA,KA,KA
106751,Neue AZ - Wiener Tagblatt,11,4,Wien,11,0,deutsch,1985-10-16,9,1989-12-11,9,KA,KA,Beginndatum lt. https://de.wikipedia.org/wiki/Arbeiter-Zeitung#cite_note-AZ-19870603-35
106850,Neue Kronen Zeitung [[Dach/überregional]],11,2,Wien,20,0,deutsch,1972-09-01,9,2000-10-31,9,KA,KA,KA
107360,Neues Österreich,11,4,Wien,11,0,deutsch,1945-04-23,9,1967-01-28,9,KA,KA,Dreiparteienblatt
108100,NS Telegraf,11,4,Wien,11,0,deutsch,1938-03-12,9,1938-03-17,9,KA,KA,KA
108200,NS Telegraf am Mittag,11,4,Wien,11,0,deutsch,1938-03-14,9,1938-03-17,9,KA,KA,KA
108241,Österreich - Wien,11,2,Wien,11,0,deutsch,2006-09-01,9,9999-01-01,9,"Die Tageszeitung ÖSTERREICH ist unabhängig, kritisch, modern und ausschließlich ihren Lesern verpflichtet. In ihrer grundlegenden Richtung bekennt sich die Tageszeitung ÖSTERREICH zur demokratischen Republik Österreich und ihren Prinzipien, zu den Menschenrechten und zu einer an Gerechtigkeit und Nachhaltigkeit orientierten Gesellschaft. Daher tritt die Tageszeitung ÖSTERREICH insbesondere dafür ein, die parlamentarische Demokratie und den Rechtsstaat zu bewahren und zu fördern sowie die wirtschaftliche Wettbewerbsfähigkeit, beruhend auf den Grundsätzen der sozialen Marktwirtschaft, und die Eigenständigkeit Österreichs zu stärken. Zur grundlegenden Richtung des Mediums zählen auch Berichte über gesetzlich zulässige Werbeaktionen zur Förderung des Absatzes des Druckwerks ÖSTERREICH und allfälliger weiterer mit diesem Konzern verbundenen Print- und Onlinemedien. Die Tageszeitung ÖSTERREICH ist für Toleranz gegenüber allen ethnischen und religiösen Gruppen, lehnt politischen Extremismus und Totalitarismus ab. Die Redaktion der Tageszeitung ÖSTERREICH ist dem Ehrenkodex der österreichischen Presse verpflichtet. Sie bemüht sich in allen Bereichen um Fairness und Objektivität.",KA,KA
108350,Oesterreichische Kronen Zeitung,11,2,Wien,11,0,deutsch,1900-01-02,9,1905-05-31,9,KA,KA,KA
108370,Österreichische Neue Tageszeitung,11,4,Wien,11,0,deutsch,1955-03-27,9,1964-05-15,9,KA,KA,KA
108550,Österreichische Zeitung,11,7,Wien,11,0,deutsch,1945-04-30,9,1955-07-31,9,KA,KA,Zeitung der russischen Besatzungsmacht
109001,Ostdeutsche Rundschau [1],11,4,Wien,11,0,deutsch,1893-10-01,9,1903-12-31,9,KA,KA,KA
109002,Ostdeutsche Rundschau [2],11,4,Wien,11,0,deutsch,1908-05-03,9,1919-08-01,9,KA,KA,KA
112100,Wiener Abendpost,11,6,Wien,11,0,deutsch,1863-07-01,9,1921-12-31,9,KA,KA,KA
109171,"Presse, Die [1]",11,2,Wien,11,0,deutsch,1848-07-03,9,1849-12-08,9,KA,KA,"1849 von der Militärverwaltung Wiens verboten, danach kurzfristig in Brünn hergestellt"
109172,"Presse, Die [2]",11,2,Wien,11,0,deutsch,1851-09-25,9,1896-02-01,9,KA,KA,KA
109173,Morgen-Presse,11,2,Wien,11,0,deutsch,1896-02-03,9,1896-10-31,9,KA,KA,"Nach der Einstellung der Zeitung wurden die Abonnements von der > 116120 Reichswehr übernommen, der Hauptausgabe der ab 02.01.1900 erschienenen > 1083500 Oesterreichische Kronen Zeitung."
114601,WirtschaftsBlatt - [[Wien]],11,2,Wien,11,0,deutsch,1995-06-10,9,2016-09-02,9,KA,KA,KA
109181,"Presse, Die - [[Wien]]",11,2,Wien,11,0,deutsch,1948-10-19,9,9999-01-01,9,"„Die Presse“ vertritt in Unabhängigkeit von den politischen Parteien bürgerlich-liberale Auffassungen auf einem gehobenen Niveau. Sie tritt für die parlamentarische Demokratie auf der Grundlage des Mehrparteiensystems und für ihre Rechtsstaatlichkeit ein. „Die Presse“ bekennt sich zu den Grundsätzen der sozialen Gerechtigkeit bei Aufrechterhaltung der Eigenverantwortlichkeit des Menschen, zur Wahrung des privaten Eigentums unter Beobachtung seiner Verpflichtungen gegenüber der Gesellschaft, zu den Grundsätzen der sozialen Marktwirtschaft, zur freien unternehmerischen Initiative und zum Leistungswettbewerb. Sie verteidigt die Grundfreiheiten und Menschenrechte und bekämpft alle Bestrebungen, die geeignet sind, diese Freiheiten und Rechte oder die demokratische rechtsstaatliche Gesellschaftsordnung zu gefährden. „Die Presse“ betrachtet es als journalistische Standespflicht, ihre Leserinnen und Leser objektiv und so vollständig wie nur möglich über alle Ereignisse von allgemeinem Interesse zu informieren. Stellung zu nehmen und Kritik zu üben wird von der „Presse“ als ihre Aufgabe und ihr unveräußerliches Recht angesehen.",KA,KA
109500,"Rote Fahne, Die",11,4,Wien,11,0,deutsch,1919-07-26,9,1933-07-22,9,KA,KA,Von Mitte August 1933 bis Mai/Juni 1939 im Exil unregelmäßig (etwa vierzehntäglich bis monatlich) erschienen.
109791,Slovenski vestnik [1],11,5,Wien,11,0,slowenisch,1947-02-18,9,1947-06-27,9,KA,KA,kA
109792,Slovenski vestnik [2],11,5,Klagenfurt,13,0,slowenisch,1948-02-27,9,1949-07-02,9,KA,KA,KA
109793,Slovenski vestnik [3],11,5,Wien,11,0,slowenisch,1949-08-27,9,1950-11-29,9,KA,KA,KA
109794,Slovenski vestnik [4],11,5,Klagenfurt,13,0,slowenisch,1950-12-02,9,1953-04-02,9,KA,KA,KA
109800,"soziale Revolution, Die",11,4,Wien,11,0,deutsch,1919-01-15,9,1919-07-23,9,KA,KA,KA
109860,"Standard Kompakt, Der",11,2,Wien,20,0,deutsch,2013-02-26,9,9999-01-01,9,"DER STANDARD ist ein liberales Medium. Es ist unabhängig von politischen Parteien, Institutionen und Interessengruppen und wendet sich an alle Lesende, die hohe Ansprüche an eine gründliche und umfassende Berichterstattung sowie an eine fundierte, sachgerechte Kommentierung auf den Gebieten von Wirtschaft, Politik, Kultur und Gesellschaft stellen.DER STANDARD lebt die Blattphilosophie in einer ebenso klaren wie anspruchsvollen Weise. Er trennt zwischen Bericht und Kommentar, gewichtet die Ereignisse und lässt seinen Leser:innen den nötigen Spielraum für die eigene Meinung. So fördert er, was zugleich sein Ziel ist: eine mündige Leserschaft.",KA,KA
110001,"Stunde , Die",11,2,Wien,11,0,deutsch,1923-03-02,9,1938-03-13,9,KA,KA,KA
110090,U-Express,11,2,Wien,11,0,deutsch,2001-03-19,9,2004-03-31,9,KA,KA,Gratiszeitung
110601,Telegraf,11,2,Wien,11,0,deutsch,1932-04-18,9,1938-03-11,9,KA,KA,KA
110700,Telegraf am Mittag,11,4,Wien,11,0,deutsch,1934-02-17,9,1938-03-11,9,KA,KA,KA
110831,Unabhängige Kronen-Zeitung,11,2,Wien,11,0,deutsch,1967-10-22,9,1972-08-31,9,KA,KA,KA
111360,"14-Groschen-Blatt , Das",11,2,Wien,11,0,deutsch,1947-06-03,9,1947-06-26,9,KA,KA,KA
111481,Volksstimme - [Wien],11,4,Wien,11,0,deutsch,1957-02-21,9,1991-03-03,9,KA,KA,"03.05.1991-26.02.1993  als Wochenzeitung unter dem Titel Salto,  25.11.1993-16.10.2003 wieder als Volksstimme erschienen. 01.06.2004-05.2009 als Monatsmagazin unter dem Titel Volksstimmen erschienen, ab 01.09.2009 wieder als Volksstimme."
111700,"Weckruf, Der",11,4,Wien,11,0,deutsch,1918-11-25,9,1919-01-11,9,KA,KA,Ab 01.05.1918 unregelmäßig erschienen
111750,Welt am Abend,11,7,Wien,11,0,deutsch,1946-10-01,9,1948-10-30,9,KA,KA,"Zeitung der französischen Besatzungsmacht, ab 01.03.1948 von einer der SPÖ nahestehenden Verlagsgesellschaft übernommen"
111800,"Welt am Morgen , Die",11,2,Wien,11,0,deutsch,1927-03-27,9,1932-10-01,9,KA,KA,KA
111920,Weltpresse,11,7,Wien,11,0,deutsch,1945-09-18,9,1957-11-02,9,KA,KA,"Zeitung der britischen Besatzungsmacht, 01.09.1950-28.02.1957 im Eigentum einer der SPÖ nahestehenden Verlagsgesellschaft, danach an eine ÖGB-nahe Gesellschaft verkauft, von der sie Fritz Molden gekauft und weitergeführt hatte"
110100,"Tag, Der",11,2,Wien,11,0,deutsch,1922-11-25,9,1930-06-29,9,KA,KA,KA
112300,Wiener Deutsche Tageszeitung,11,4,Wien,11,0,deutsch,1920-07-01,9,1920-08-07,9,KA,KA,Hervorgegangen aus der Zusammenlegung von > 101102 Alldeutsches Tagblatt mit > 609002 Ostdeutsche Rundschau
112700,Wiener Kronen-Zeitung,11,4,Wien,11,0,deutsch,1941-07-01,9,1944-08-31,9,KA,KA,Zusammenlegung mit > 104302 Das Kleine Blatt mit > 104601 Das Kleine Volksblatt und > 104700 Kleine Volks-Zeitung zu > 104800 Kleine Wiener Kriegszeitung
112750,Wiener Kurier,11,7,Wien,11,0,deutsch,1945-08-27,9,1954-10-16,9,KA,KA,Zeitung der US-amerikanischen Besatzungsmacht
113900,Wiener Neueste Nachrichten,11,2,Wien,11,0,deutsch,1925-10-30,9,1945-04-05,9,KA,KA,KA
114300,"Wiener Tag, Der",11,2,Wien,11,0,deutsch,1930-07-01,9,1938-03-12,9,KA,KA,KA
114501,Wiener Zeitung,11,6,Wien,11,0,deutsch,1780-01-01,9,1940-02-29,9,KA,KA,Gegründet 08.08.1703 unter dem Titel Wiennerisches Diarium
114503,Wiener Zeitung - [[Wien]],11,6,Wien,11,0,deutsch,1945-09-21,9,2023-06-30,9,KA,KA,KA
115100,12-Uhr-Blatt,11,2,Wien,11,0,deutsch,1933-09-14,9,1934-01-12,9,KA,KA,KA
116010,Abend-Presse,11,2,Wien,11,0,deutsch,1896-02-02,9,1896-10-31,9,KA,KA,Hervorgegangen aus der Abendausgabe von > 109172 Die Presse
116020,7 Uhr-Presse,11,2,Wien,11,0,deutsch,1896-02-02,9,1896-10-31,9,KA,KA,KA
116030,Deutsche Presse,11,4,Wien,11,0,deutsch,1914-08-19,9,1917-02-11,9,KA,KA,KA
116040,Deutsches Tagblatt,11,4,Wien,11,0,deutsch,1904-01-01,9,1904-10-23,9,KA,KA,KA
116050,Neues Deutsches Tagblatt,11,4,Wien,11,0,deutsch,1904-10-25,9,1904-11-20,9,KA,KA,KA
116060,Wiener Deutsches Tagblatt,11,4,Wien,11,0,deutsch,1904-12-18,9,1907-12-22,9,KA,KA,KA
116070,Deutsches Tagblatt,11,4,Wien,11,0,deutsch,1907-12-24,9,1908-05-01,9,KA,KA,KA
116080,Allgemeine Volkszeitung,11,2,Wien,11,0,deutsch,1868-08-01,9,1873-12-31,4,KA,KA,"Dürfte bis 1873 erschienen sein, vgl. Eberlein (1969, S. 1835)"
116100,Wiener Volkswacht,11,4,Wien,11,0,deutsch,1900-10-27,9,1903-12-31,9,KA,KA,"Eberlein (1969, S. 1827)"
116110,"Arbeit, Die",11,5,Wien,11,0,deutsch,1897-01-03,9,1901-05-05,9,KA,KA,KA
116120,"Reichswehr , Die ",11,2,Wien,11,0,deutsch,1889-04-01,9,1904-12-15,9,KA,KA,KA
119090,Telegraf,11,2,Wien,11,0,deutsch,1868-03-25,9,1868-07-31,1,KA,KA,"25.03.1868 - 07.1868 wurde die Morgenausgabe des Grazer > 176010 Telegraf (nach Eigentumswechsel) vorübergehend in Wien hergestellt und in Graz und Wien vertrieben, aber die Abendausgabe weiterhin in Graz hergesetellt / der Wiener Ausgabe folgte (nach neuerlichem Eigentumswechsel) die > 116080 Allgemeine Volkszeitung nach, vgl. Fruhmann (2013)"
119850,"Standard, Der - [[Wien]]",11,2,Wien,11,0,deutsch,1988-10-19,9,9999-01-01,9,KA,KA,KA
120320,Neue Kronen-Zeitung - Burgenland,11,2,Wien,12,0,deutsch,1986-04-06,9,2000-10-31,9,KA,KA,KA
120700,Südost-Tagespost - [Ausgabe für das Burgenland],11,4,Graz,12,0,deutsch,1971-03-12,9,1987-03-31,9,KA,KA,KA
120730,täglich Alles für das Burgenland,11,2,KA,12,0,deutsch,1993-06-04,9,1999-01-03,9,KA,KA,KA
123190,Kurier - Niederösterreich/Burgenland,11,2,KA,14,0,deutsch,1973-10-02,9,1978-02-28,9,KA,KA,KA
123330,Neue Kronen-Zeitung - [Ausgabe für Niederösterreich und Burgenland],11,2,Wien,14,0,deutsch,1977-11-18,9,1986-04-05,9,KA,KA,Beginndatum möglicherweise früher
123510,"Neue Zeitung, Die - NÖ/Burgenland",11,4,Wien,14,0,deutsch,1970-07-22,9,1970-12-03,9,KA,KA,KA
123710,Südost-Tagespost - [Ausgabe für das Burgenland und Niederösterreich],11,4,Graz,12,0,deutsch,1970-11-20,9,1971-03-11,9,KA,KA,KA
130070,Kärntner Grenzruf,11,4,Klagenfurt,13,0,deutsch,1938-09-01,9,1942-05-15,9,KA,KA,ab 01.07.1939: Ausgabe für Klagenfurt und Unterkärnten
130071,Kärntner Grenzruf - Ausgabe für Villach und Oberkärnten,11,4,Klagenfurt,13,1,deutsch,1939-07-01,9,1942-05-15,9,KA,KA,täglich
130072,Kärntner Zeitung - Ausgabe für Villach und Oberkärnten,11,4,Klagenfurt,13,1,deutsch,1942-05-16,9,1945-05-07,9,KA,KA,täglich
130100,Kärntner Nachrichten,11,7,Villach,13,0,deutsch,1945-05-16,9,1945-12-31,9,KA,KA,Zeitung der britischen Besatzungsmacht
130111,Kärntner Tageszeitung,11,4,Klagenfurt,13,0,deutsch,1965-10-24,9,1993-05-05,9,KA,KA,KA
130112,Kärntner Tageszeitung,11,2,Klagenfurt,13,0,deutsch,2010-01-31,9,2014-02-28,9,KA,KA,KA
130121,Kärntner Zeitung,11,2,Klagenfurt,13,0,deutsch,1894-01-03,9,1905-12-22,9,KA,KA,KA
130122,Kärntner Zeitung - Ausgabe für Klagenfurt und Unterkärnten,11,4,Klagenfurt,13,1,deutsch,1942-05-16,9,1945-05-07,9,KA,KA,täglich
130151,Kleine Zeitung - [Kärntner Ausgabe],11,2,Graz,13,0,deutsch,1937-07-01,9,1945-04-01,9,KA,KA,Beginndatum möglicherweise früher
120160,Kronen-Zeitung - Burgenland,11,2,Eisenstadt,12,1,deutsch,2000-11-02,9,9999-01-01,9,Die Vielfalt der Meinungen ihres Herausgebers und der Redakteure.,KA,Erscheint ab 10.01.2003 in 2 Lokalausgaben / Redaktion in Eisenstadt ab 2020
130152,Kleine Zeitung - [Kärnten],11,2,Klagenfurt,13,1,deutsch,1948-10-31,9,9999-01-01,9,"Die KLEINE ZEITUNG ist eine von allen politischen Parteien und Interessenvertretungen unabhängige Tageszeitung. Sie steht auf dem Boden christlicher Weltanschauung, tritt für eine plurale, demokratische Gesellschaftsordnung, die Eigenständigkeit der Bundesländer und die völkerrechtliche Unabhängigkeit der Republik Österreich ein und begrüßt den europäischen Einigungsprozess.",KA,"Erscheint ab 24.11.1984 in 2, ab 03.01.1990 in 7, ab 14.03.2006 in 8 Lokalausgaben"
130180,Kronen-Zeitung - Kärntner Krone,11,2,Klagenfurt,13,1,deutsch,2000-11-02,9,9999-01-01,9,Die Vielfalt der Meinungen ihres Herausgebers und der Redakteure.,KA,Erscheint in 2 Lokalausgaben 
130200,Kurier - Kärnten,11,2,KA,13,0,deutsch,1991-01-12,9,1993-04-19,9,KA,KA,Beginndatum möglicherweise früher
130460,Neue Volkszeitung,11,4,Klagenfurt,13,0,deutsch,1982-06-12,9,1989-11-30,9,KA,KA,KA
130480,"Neue Zeit, Die",11,4,Klagenfurt,13,0,deutsch,1946-01-04,9,1965-10-23,9,KA,KA,KA
130580,Österreichische Allgemeine Zeitung mit Kärntner Beilage der Ö.A.Z.,11,4,KA,13,0,deutsch,1950-01-19,9,1950-04-21,9,KA,KA,KA
130951,Volkswille,11,4,Klagenfurt,13,0,deutsch,1946-01-05,9,1952-04-30,9,KA,KA,"ab 05.01.1946 2-3 mal wöchentlich, ab 01.11.1946 täglich erschienen"
130952,Wahrheit und Volkswille - Tageszeitung für Kärnten und Osttirol,11,4,Graz,13,0,deutsch,1952-05-01,9,1971-01-31,9,KA,KA,KA
130961,Volkszeitung,11,4,Klagenfurt,13,0,deutsch,1946-01-04,9,1974-04-12,9,KA,KA,Ab 14.09.1971 VZ Volkszeitung
130962,Volkszeitung,11,4,Klagenfurt,13,0,deutsch,1989-12-01,9,1990-02-04,9,KA,KA,KA
131030,VZ,11,4,Klagenfurt,13,0,deutsch,1974-04-13,9,1982-06-11,9,KA,KA,KA
131100,Kärntner Tagblatt,11,2,Klagenfurt,13,0,deutsch,1905-12-24,9,1938-08-31,9,KA,KA,KA
140021,Arbeiter-Zeitung - Ausgabe für Niederösterreich [1],11,4,KA,14,0,deutsch,1948-04-01,9,1948-06-04,9,KA,KA,KA
140022,Arbeiter-Zeitung - Ausgabe für Niederösterreich [2],11,4,KA,14,0,deutsch,1957-01-03,9,1985-10-15,9,KA,KA,KA
140090,Guten Tag Niederösterreich,11,2,St. Pölten,14,0,deutsch,1990-10-02,9,1990-10-31,9,KA,KA,KA
140140,"Kleine Volksblatt, Das - Ausgabe für Niederösterreich",11,4,Wien,14,0,deutsch,1960-01-01,9,1962-09-30,9,KA,KA,KA
140300,Neue AZ - Niederösterreich Tagblatt,11,4,KA,14,0,deutsch,1985-10-16,9,1989-12-11,9,KA,KA,KA
140350,Neue Kronen-Zeitung - Niederösterreich,11,2,Wien,14,0,deutsch,1986-04-06,9,2000-10-31,9,KA,KA,KA
140400,AZ - Ausgabe für Niederösterreich,11,2,KA,14,0,deutsch,1989-12-12,9,1991-10-31,9,KA,KA,KA
140540,Niederösterreichisches Volksblatt,11,4,Linz,14,0,deutsch,1971-04-05,9,1974-09-27,9,KA,KA,Aufgegangen in > 150530 Neues Volksblatt
140740,täglich Alles für Niederösterreich,11,2,KA,14,0,deutsch,1992-08-11,9,1999-01-03,9,KA,KA,KA
140901,Volksstimme - Ausgabe für Niederösterreich,11,4,Wien,14,0,deutsch,1948-05-05,9,1967-05-07,9,KA,KA,KA
144500,Wiener Tageszeitung,11,4,Wien,11,0,deutsch,1947-06-22,9,1950-01-14,9,KA,KA,KA
160631,Salzburger Tagblatt,11,4,Salzburg,16,0,deutsch,1945-10-23,9,1950-06-30,9,KA,KA,KA
130340,Neue Kronen-Zeitung - Kärntner Krone,11,2,Klagenfurt,13,1,deutsch,1983-11-06,9,2000-10-31,9,KA,KA,Erscheint ab1993? In 2 Lokalausgaben
138250,oe24 - Kärnten [[Gratis]],11,2,Wien,13,0,deutsch,2018-08-29,9,2019-11-29,9,KA,KA,KA
